_id,COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
534,Alpine,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
535,Amador,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
536,Butte,2017–2018,Child vs. adult,18+ years,12.9,(6.3–19.5),,
537,Calaveras,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
538,Colusa,2017–2018,Child vs. adult,18+ years,14.8,(6.6–23.0),"Colusa, Glenn, and Tehama counties combined combined for analysis",
539,Contra Costa,2017–2018,Child vs. adult,18+ years,13.5,(9.1–17.8),,
540,Del Norte,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
541,El Dorado,2017–2018,Child vs. adult,18+ years,9,(1.8–16.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
542,Fresno,2017–2018,Child vs. adult,18+ years,13.1,(8.3–17.9),,
543,Glenn,2017–2018,Child vs. adult,18+ years,14.8,(6.6–23.0),"Colusa, Glenn, and Tehama counties combined combined for analysis",
544,Humboldt,2017–2018,Child vs. adult,18+ years,9.5,(4.6–14.4),,
545,Imperial,2017–2018,Child vs. adult,18+ years,12.9,(5.4–20.4),,
546,Inyo,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
547,Kern,2017–2018,Child vs. adult,18+ years,10.4,(6.0–14.7),,
548,Kings,2017–2018,Child vs. adult,18+ years,8.6,(3.8–13.4),,
549,Lake,2017–2018,Child vs. adult,18+ years,11.2,(4.1–18.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
550,Lassen,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
551,Los Angeles,2017–2018,Child vs. adult,18+ years,8.1,(6.4–9.8),,
552,Madera,2017–2018,Child vs. adult,18+ years,12.8,(7.2–18.4),,
553,Marin,2017–2018,Child vs. adult,18+ years,8.3,(2.8–13.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
554,Mariposa,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
555,Mendocino,2017–2018,Child vs. adult,18+ years,6.5,(1.3–11.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
556,Merced,2017–2018,Child vs. adult,18+ years,10.6,(5.2–16.1),,
557,Modoc,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
558,Mono,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
559,Monterey,2017–2018,Child vs. adult,18+ years,7.1,(3.0–11.1),,
560,Napa,2017–2018,Child vs. adult,18+ years,16.1,(5.2–27.0),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
561,Nevada,2017–2018,Child vs. adult,18+ years,10.9,(2.7–19.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
562,Orange,2017–2018,Child vs. adult,18+ years,5.8,(4.0–7.7),,
563,Placer,2017–2018,Child vs. adult,18+ years,6.9,(3.1–10.8),,
564,Plumas,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
565,Riverside,2017–2018,Child vs. adult,18+ years,8.5,(6.2–10.9),,
566,Sacramento,2017–2018,Child vs. adult,18+ years,13.1,(9.1–17.1),,
567,San Benito,2017–2018,Child vs. adult,18+ years,,,,Prevalence not available due to unreliable estimate
568,San Bernardino,2017–2018,Child vs. adult,18+ years,9,(6.5–11.5),,
569,San Diego,2017–2018,Child vs. adult,18+ years,9.1,(7.4–10.9),,
570,San Francisco,2017–2018,Child vs. adult,18+ years,7.7,(3.3–12.0),,
571,San Joaquin,2017–2018,Child vs. adult,18+ years,12.3,(4.9–19.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
572,San Luis Obispo,2017–2018,Child vs. adult,18+ years,6.4,(2.5–10.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
573,San Mateo,2017–2018,Child vs. adult,18+ years,8.1,(3.5–12.7),,
574,Santa Barbara,2017–2018,Child vs. adult,18+ years,,,,Prevalence not available due to unreliable estimate
575,Santa Clara,2017–2018,Child vs. adult,18+ years,8.6,(5.8–11.5),,
576,Santa Cruz,2017–2018,Child vs. adult,18+ years,11,(5.8–16.2),,
577,Shasta,2017–2018,Child vs. adult,18+ years,7.5,(3.3–11.7),,
578,Sierra,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
579,Siskiyou,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
580,Solano,2017–2018,Child vs. adult,18+ years,12.4,(6.3–18.4),,
581,Sonoma,2017–2018,Child vs. adult,18+ years,12.4,(4.8–20.0),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
582,Stanislaus,2017–2018,Child vs. adult,18+ years,10.7,(4.3–17.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
583,Sutter,2017–2018,Child vs. adult,18+ years,19.7,(10.9–28.5),,
584,Tehama,2017–2018,Child vs. adult,18+ years,14.8,(6.6–23.0),"Colusa, Glenn, and Tehama counties combined combined for analysis",
585,Trinity,2017–2018,Child vs. adult,18+ years,13.9,(4.9–22.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
586,Tulare,2017–2018,Child vs. adult,18+ years,8,(3.2–12.7),,
587,Tuolumne,2017–2018,Child vs. adult,18+ years,17.6,(6.7–28.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
588,Ventura,2017–2018,Child vs. adult,18+ years,5.9,(3.1–8.7),,
589,Yolo,2017–2018,Child vs. adult,18+ years,14.3,(4.9–23.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
590,Yuba,2017–2018,Child vs. adult,18+ years,15.9,(8.1–23.7),,
591,California,2017–2018,Age groups,0–4 years,4.1,(2.2–5.9),,
592,Alameda,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
593,Alpine,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
594,Amador,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
595,Butte,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
596,Calaveras,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
597,Colusa,2017–2018,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
598,Contra Costa,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
599,Del Norte,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
600,El Dorado,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
601,Fresno,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
602,Glenn,2017–2018,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
603,Humboldt,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
604,Imperial,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
605,Inyo,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
606,Kern,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
607,Kings,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
608,Lake,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
609,Lassen,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
610,Los Angeles,2017–2018,Age groups,0–4 years,5,(0.6–9.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
611,Madera,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
612,Marin,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
613,Mariposa,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
614,Mendocino,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
615,Merced,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
616,Modoc,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
617,Mono,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
618,Monterey,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
619,Napa,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
620,Nevada,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
621,Orange,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
622,Placer,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
